,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.0,1259.0,1253.0,1.004789,2381.0,0.658537,1.7307689999999998,0.0,0.054688,0.601563,0.28125,0.054688,0.0,0.0,0.0,0.0,9.673112869262695,0.0,19.762969970703125,0.0,0.0,16.405654907226562,22.54869842529297,0.0,16.23018455505371,0.0,0.0,23.032718658447266,0.0,17.51898765563965,0.0,0.0,18.431537628173828,0.0,15.52700424194336,21.13056182861328,0.0,11.2944974899292,0.0,0.0,0.0,9.93185806274414
1,1.0,953.0,898.0,1.0612469999999998,1953.0,0.6714289999999999,1.8076919999999999,0.0,0.045801999999999995,0.603053,0.32061100000000003,0.022900999999999998,0.0,0.0,0.0,0.0,4.9857683181762695,0.0,6.481385231018066,0.0,0.0,4.864384174346924,13.668288230895996,0.0,10.913649559020996,0.0,0.0,9.605988502502441,0.0,8.484009742736816,0.0,0.0,8.72217082977295,0.0,9.233658790588379,7.965854644775391,0.0,6.174406051635742,0.0,0.0,0.0,2.7733707427978516
2,2.0,844.0,979.0,0.8621040000000001,1905.0,0.642202,1.627907,0.0,0.046154,0.638462,0.23846199999999998,0.069231,0.0,0.0,0.0,0.0,8.923822402954102,0.0,19.264873504638672,0.0,0.0,11.915310859680176,17.046302795410156,0.0,14.772391319274902,0.0,0.0,18.497512817382812,0.0,12.57635498046875,0.0,0.0,6.317454814910889,0.0,20.48011016845703,16.59932518005371,0.0,12.454717636108398,0.0,0.0,0.0,6.899858474731445
3,3.0,749.0,29197.0,0.025653,4160.0,0.666667,2.056338,0.0,0.090909,0.537879,0.30303,0.068182,0.0,1.278935432434082,0.0,0.0,11.64351749420166,0.0,27.154861450195312,0.0,0.0,16.978883743286133,17.470829010009766,0.0,17.440467834472656,0.0,0.0,21.88056182861328,0.0,14.900254249572754,0.0,0.0,13.552858352661133,0.0,23.005613327026367,20.325328826904297,0.0,16.697956085205078,0.0,0.0,0.0,11.610909461975098
4,4.0,822.0,939.0,0.8753989999999999,1768.0,0.6728109999999999,1.46,0.0,0.065693,0.576642,0.255474,0.094891,0.0,0.0,0.0,0.0,2.377429962158203,0.0,26.712921142578125,0.0,0.0,2.825105667114258,12.639603614807129,0.0,11.716327667236328,0.0,0.0,17.943037033081055,0.0,5.594647407531738,0.0,0.0,0.0,0.0,13.26908016204834,21.468320846557617,0.0,9.939437866210938,0.0,0.0,1.1436760425567627,8.281865119934082
5,5.0,970.0,857.0,1.1318549999999998,2818.0,0.671296,1.8589740000000001,0.0,0.044444,0.562963,0.333333,0.059259000000000006,0.0,0.7830901741981506,0.0,0.0,9.898955345153809,0.0,24.859420776367188,0.0,0.0,18.993900299072266,17.850252151489258,0.0,17.92668342590332,0.0,0.0,20.22908592224121,0.0,19.89368438720703,0.0,0.0,14.493236541748047,0.0,23.43311309814453,21.739171981811523,0.0,15.921574592590332,0.0,0.0,0.0,5.500701427459717
6,6.0,1191.0,1126.0,1.057726,2410.0,0.66055,1.6179780000000001,0.0,0.044118,0.6176470000000001,0.279412,0.051471,0.0,0.0,0.0,0.0,16.211965560913086,0.0,27.003164291381836,0.0,0.0,17.612695693969727,23.185243606567383,0.0,20.324874877929688,0.0,0.0,22.56231689453125,0.0,18.313508987426758,0.0,0.0,15.828731536865234,0.0,17.2288761138916,28.867233276367188,0.0,19.96560287475586,0.0,0.0,0.0,17.406309127807617
7,7.0,1288.0,1111.0,1.159316,2468.0,0.635945,1.6626509999999999,0.0,0.023077,0.607692,0.307692,0.061538,0.0,1.0409685373306274,0.0,0.0,11.035543441772461,0.0,31.37394142150879,0.0,0.0,12.99220085144043,20.532596588134766,0.0,15.946514129638672,0.0,0.0,25.53838348388672,0.0,13.353014945983887,0.0,0.0,8.262208938598633,0.0,13.074960708618164,35.5129280090332,0.0,14.803068161010742,0.0,0.0,0.0,17.416852951049805
8,8.0,877.0,981.0,0.8939860000000001,1903.0,0.665138,1.666667,0.0,0.037037,0.5851850000000001,0.296296,0.06666699999999999,0.0,0.0,0.0,0.0,12.254751205444336,0.0,30.341094970703125,0.0,0.0,10.33279800415039,15.707405090332031,0.0,12.098062515258789,0.0,0.0,12.358586311340332,0.0,15.097637176513672,0.0,0.0,13.854866027832031,0.0,16.480926513671875,22.013235092163086,0.0,11.50625228881836,0.0,0.0,0.0,5.213965892791748
9,9.0,852.0,980.0,0.8693879999999999,1901.0,0.671296,1.959459,0.0,0.044118,0.544118,0.308824,0.095588,0.0,1.8495310544967651,0.0,0.0,9.061310768127441,0.0,10.221447944641113,0.0,0.0,10.034689903259277,17.013507843017578,0.0,10.559711456298828,0.0,0.0,14.407047271728516,0.0,10.991314888000488,0.0,0.0,11.373884201049805,0.0,10.064462661743164,11.842437744140625,0.0,8.317977905273438,0.0,0.0,0.0,12.342147827148438
