,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.4889061891786687,0.012654258547440825,0.006925352398935953,0.02172198066303411,0.6599659600742139,0.007667176389204736,0.0,0.054688,0.601563,0.28125,0.0820319589840205,0.0,0.0,0.0,0.0,0.0
1,0.001040582726326743,0.36979369404437523,0.009063321869310135,0.00731607629880367,0.01779587942833031,0.6729725612370597,0.008009065047345065,0.0,0.045801999999999995,0.603053,0.32061100000000003,0.03435148282425858,0.0,0.0,0.0,0.0,0.0
2,0.002081165452653486,0.32736473335928373,0.009882662350799109,0.005937884907125668,0.01735556900948502,0.6434857529694136,0.007210000367031517,0.0,0.046154,0.638462,0.23846199999999998,0.10384644807677595,0.0,0.0,0.0,0.0,0.0
3,0.0031217481789802292,0.2903853639548462,0.2953166093465507,0.00014913226324434847,0.038040985561487516,0.6681682302769704,0.00911418636726187,0.0,0.090909,0.537879,0.30303,0.10227294886352557,0.0,0.0,0.0,0.0,0.0
4,0.004162330905306972,0.3188010899182561,0.009478049767347764,0.006029894440738995,0.01609884968903077,0.6743668462825959,0.006463728134768498,0.0,0.065693,0.576642,0.255474,0.14233642883178557,0.0,0.0,0.0,0.0,0.0
5,0.005202913631633716,0.3764110548851693,0.008648593971272506,0.007804726855356501,0.0257306401012714,0.6728383789569901,0.008236990819438619,0.0,0.044444,0.562963,0.333333,0.08888845555577223,0.0,0.0,0.0,0.0,0.0
6,0.0062434963579604584,0.4624367458154924,0.011369613594982803,0.007291708824726759,0.021988001541086467,0.6619968542830883,0.007165870360574733,0.0,0.044118,0.6176470000000001,0.279412,0.0772064613967693,0.0,0.0,0.0,0.0,0.0
7,0.007284079084287201,0.5001946282600234,0.01121788387618855,0.007994773775443423,0.02252004329719119,0.6371731324701949,0.007364422055452765,0.0,0.023077,0.607692,0.307692,0.09230695384652307,0.0,0.0,0.0,0.0,0.0
8,0.008324661810613945,0.3402101985208252,0.009902892979971677,0.006158527851891379,0.017337222742033136,0.6666256385008308,0.007382271396366296,0.0,0.037037,0.5851850000000001,0.296296,0.10000044999977498,0.0,0.0,0.0,0.0,0.0
9,0.009365244536940688,0.3304787855196574,0.009892777665385393,0.005988294643330216,0.01731887647458125,0.6728383789569901,0.008683602129621932,0.0,0.044118,0.544118,0.308824,0.14338192830903584,0.0,0.0,0.0,0.0,0.0
10,0.010405827263267432,0.4488127676138575,0.009174590329759256,0.008772726666230024,0.03013374428972426,0.6871141628892169,0.00818866515117347,0.0,0.036496,0.620438,0.270073,0.10948944525527735,0.0,0.0,0.0,0.0,0.0
11,0.011446409989594173,0.3184118333982094,0.009538741654865466,0.005984107673203397,0.018071073440108613,0.6337560243303749,0.00792809410791212,0.0,0.054688,0.664063,0.25,0.046874976562511717,0.0,0.0,0.0,0.0,0.0
12,0.012486992715920917,0.4492020241339042,0.009316204733967225,0.008646730008165768,0.027124956427614803,0.6697178842783768,0.00668780936505672,0.0,0.058824,0.580882,0.286765,0.0772064613967693,0.0,0.0,0.0,0.0,0.0
13,0.01352757544224766,0.3359283768003114,0.009376896621484929,0.006422888301270509,0.01729135707340342,0.6375958570968807,0.007471518100933953,0.0,0.07874,0.606299,0.259843,0.08267695866152065,0.0,0.0,0.0,0.0,0.0
