,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0.0,0.4889061891786687,0.012654258547440825,0.006925352398935953,0.02172198066303411,0.6599659600742139,0.007667176389204736,0.0,0.054688,0.601563,0.28125,0.0820319589840205,0.20929474456631805,0.0,0.360603134741267,0.07404319878460987,0.0,0.2700046036428739,0.0,0.4512642066294909,0.0,0.0,0.4148245300426551,0.0,0.21211064521591377,0.31862561187925953,0.1387233925685802,0.0,0.0,0.5474657976907676,0.21030785686420195,0.0,0.0,0.37918232283063014,0.0,0.27069525641560815,0.0
1,0.001040582726326743,0.36979369404437523,0.009063321869310135,0.00731607629880367,0.01779587942833031,0.6729725612370597,0.008009065047345065,0.0,0.045801999999999995,0.603053,0.32061100000000003,0.03435148282425858,0.167351231006556,0.0,0.23541519086576507,0.03535055850892381,0.0,0.18098667020397946,0.0,0.4183598231088345,0.0,0.0,0.2532319204682706,0.0,0.268481653998898,0.18706623424758315,0.11763735096797655,0.0,0.0,0.35768218463727064,0.11620342784265147,0.0,0.0,0.27471178035159577,0.0,0.17992940726694326,0.0
2,0.002081165452653486,0.32736473335928373,0.009882662350799109,0.005937884907125668,0.01735556900948502,0.6434857529694136,0.007210000367031517,0.0,0.046154,0.638462,0.23846199999999998,0.10384644807677595,0.1328601132085466,0.0,0.43622732143902276,0.12352310860493576,0.0,0.4147051217676381,0.0,0.3508374301220979,0.0,0.0,0.343678472623622,0.0,0.12361542729364523,0.4274924753263098,0.2192064473188187,0.0,0.0,0.42038998104679076,0.2681340733554786,0.0,0.0,0.45398445349884403,0.0,0.46945704363646895,0.0
3,0.0031217481789802292,0.2903853639548462,0.2953166093465507,0.00014913226324434847,0.038040985561487516,0.6681682302769704,0.00911418636726187,0.0,0.090909,0.537879,0.30303,0.10227294886352557,0.3915779257924511,0.0,0.5479727513054882,0.13217932435800406,0.0,0.3509633985268566,0.0,0.4444180422750478,0.0,0.0,0.4203936243598364,0.0,0.21735440279159407,0.444522534626493,0.17088280921038745,0.0,0.0,0.3828006531765733,0.18567643832087177,0.0,0.0,0.36583298741057146,0.0,0.3870923159603629,0.0
4,0.004162330905306972,0.3188010899182561,0.009478049767347764,0.006029894440738995,0.01609884968903077,0.6743668462825959,0.006463728134768498,0.0,0.065693,0.576642,0.255474,0.14233642883178557,0.08217934480854983,0.0,0.31564513774478115,0.055294058526943496,0.0,0.2669921932355369,0.0,0.1213043882282811,0.0,0.0,0.24830664413746673,0.0,0.05374267982172609,0.157311468586537,0.08943249191695762,0.014193719250299885,0.0,0.2555989178017167,0.22676070182036412,0.06310745541653938,0.0,0.2723071257583355,0.0,0.0,0.021549333409670673
5,0.005202913631633716,0.3764110548851693,0.008648593971272506,0.007804726855356501,0.0257306401012714,0.6728383789569901,0.008236990819438619,0.0,0.044444,0.562963,0.333333,0.08888845555577223,0.4173914932778857,0.0,0.6051788866905575,0.025328015493889293,0.0,0.44678733726881714,0.0,0.6171950903228565,0.0,0.0,0.42565872661142146,0.0,0.34454398902133804,0.48528359867609466,0.1457717341192479,0.0,0.0,0.5089171935975109,0.16240075361621617,0.0,0.0,0.4474499800870313,0.0,0.4481872389726085,0.0
6,0.0062434963579604584,0.4624367458154924,0.011369613594982803,0.007291708824726759,0.021988001541086467,0.6619968542830883,0.007165870360574733,0.0,0.044118,0.6176470000000001,0.279412,0.0772064613967693,0.29975425543066875,0.0,0.5069620241810469,0.0,0.0,0.36141547112082234,0.0,0.5546787724825183,0.0,0.0,0.5830656715424843,0.0,0.37755193454193225,0.7036389245651591,0.03329031918239063,0.0,0.0,0.4075020525241191,0.12224968848616793,0.0,0.0,0.4349764459323047,0.0,0.23744190076870278,0.0
7,0.007284079084287201,0.5001946282600234,0.01121788387618855,0.007994773775443423,0.02252004329719119,0.6371731324701949,0.007364422055452765,0.0,0.023077,0.607692,0.307692,0.09230695384652307,0.31072854926888793,0.0,0.3433265376415844,0.09155049041479299,0.0,0.28190641060899063,0.0,0.4878305373508145,0.0,0.0,0.3134004917211422,0.0,0.1628914725815368,0.5362013479545654,0.13826593336239845,0.024299468985881385,0.0,0.33669306957946954,0.11732131377333758,0.0,0.0,0.36023095026138285,0.0,0.1197907292833584,0.0
8,0.008324661810613945,0.3402101985208252,0.009902892979971677,0.006158527851891379,0.017337222742033136,0.6666256385008308,0.007382271396366296,0.0,0.037037,0.5851850000000001,0.296296,0.10000044999977498,0.2939356733001551,0.0,0.5064362298161452,0.0436075778133434,0.0,0.245401074659743,0.0,0.3184288273566716,0.0,0.0,0.3196281820532139,0.0,0.46287113944880975,0.2762692736939305,0.10619804457484008,0.0,0.0,0.3311277545088423,0.18383951405673735,0.0,0.0,0.17802599040937514,0.0,0.2688078012645878,0.0
9,0.009365244536940688,0.3304787855196574,0.009892777665385393,0.005988294643330216,0.01731887647458125,0.6728383789569901,0.008683602129621932,0.0,0.044118,0.544118,0.308824,0.14338192830903584,0.04341092566193077,0.0,0.23512096970406393,0.09756323008303779,0.0,0.23745373327745986,0.0,0.2995220641750335,0.0,0.0,0.2749348873190218,0.0,0.2645221014708263,0.34938535177604574,0.0724296213353863,0.0,0.0,0.3122033649975017,0.11142198051367272,0.0,0.0,0.23141413052254403,0.0,0.3955790921692866,0.0
