,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,0.4889061891786687,0.012654258547440825,0.006925352398935953,0.02172198066303411,0.6599659600742139,0.007667176389204736,0.0,0.054688,0.601563,0.28125,0.0820319589840205,0.0,0.0,0.0,0.4014473066424493,0.40543025881080147,0.47956887877521326,0.0,0.0,0.4369059559718046,0.0,0.4567780737942518,0.3214930109825448,0.0,0.0,0.0,0.0,0.0,0.45675193400198777,0.0,0.0
1,0.001040582726326743,0.36979369404437523,0.009063321869310135,0.00731607629880367,0.01779587942833031,0.6729725612370597,0.008009065047345065,0.0,0.045801999999999995,0.603053,0.32061100000000003,0.03435148282425858,0.0,0.0,0.03754008076889658,0.1459332802997634,0.18637376151730245,0.23068318911025454,0.0,0.0,0.16391993830871332,0.0,0.23263803782484777,0.1985460558810423,0.0,0.0,0.0,0.0,0.0,0.29943838580856974,0.0,0.0
2,0.002081165452653486,0.32736473335928373,0.009882662350799109,0.005937884907125668,0.01735556900948502,0.6434857529694136,0.007210000367031517,0.0,0.046154,0.638462,0.23846199999999998,0.10384644807677595,0.0,0.0,0.0,0.25224892904237384,0.25101876345833374,0.3212723881174631,0.0,0.0,0.22462790504875768,0.0,0.42866194964630355,0.30078151922427787,0.0,0.0,0.0,0.0,0.0,0.3613504728389702,0.0,0.0
3,0.0031217481789802292,0.2903853639548462,0.2953166093465507,0.00014913226324434847,0.038040985561487516,0.6681682302769704,0.00911418636726187,0.0,0.090909,0.537879,0.30303,0.10227294886352557,0.0,0.0,0.0,0.3305534075232149,0.4514535029674898,0.39565909173000613,0.0,0.0,0.46869902370777394,0.0,0.32514136984480907,0.24544887084115774,0.0,0.0,0.0,0.0,0.0,0.3982732784096257,0.0,0.0
4,0.004162330905306972,0.3188010899182561,0.009478049767347764,0.006029894440738995,0.01609884968903077,0.6743668462825959,0.006463728134768498,0.0,0.065693,0.576642,0.255474,0.14233642883178557,0.0,0.0,0.008623570382718722,0.076495755040331,0.44758767908017705,0.15314068329231104,0.0,0.0,0.08871420581279535,0.0,0.5530679467885519,0.06255996852331401,0.0,0.021642867462246838,0.0,0.0,0.0,0.17376817901745192,0.0,0.0
5,0.005202913631633716,0.3764110548851693,0.008648593971272506,0.007804726855356501,0.0257306401012714,0.6728383789569901,0.008236990819438619,0.0,0.044444,0.562963,0.333333,0.08888845555577223,0.0,0.0,0.03228798907000876,0.40094666614627344,0.2795871800414469,0.42415486307837585,0.0,0.0,0.4959103906688901,0.0,0.4402657450201829,0.3087870724156757,0.0,0.0,0.0,0.0,0.0,0.5118629569322003,0.0,0.0
6,0.0062434963579604584,0.4624367458154924,0.011369613594982803,0.007291708824726759,0.021988001541086467,0.6619968542830883,0.007165870360574733,0.0,0.044118,0.6176470000000001,0.279412,0.0772064613967693,0.0,0.0,0.0,0.47980160325537696,0.5118978721452007,0.5152488428613446,0.0,0.0,0.3968811963720398,0.0,0.7500795561878836,0.5212773090080068,0.0,0.0,0.0,0.0,0.0,0.4813350201040009,0.0,0.0
7,0.007284079084287201,0.5001946282600234,0.01121788387618855,0.007994773775443423,0.02252004329719119,0.6371731324701949,0.007364422055452765,0.0,0.023077,0.607692,0.307692,0.09230695384652307,0.0,0.0,0.0,0.3040311224765556,0.5354703129888054,0.3222293946758722,0.0,0.0,0.31351211888725805,0.0,0.7186877185126616,0.45440021331453667,0.0,0.0,0.0,0.0,0.0,0.339923784337165,0.0,0.0
8,0.008324661810613945,0.3402101985208252,0.009902892979971677,0.006158527851891379,0.017337222742033136,0.6666256385008308,0.007382271396366296,0.0,0.037037,0.5851850000000001,0.296296,0.10000044999977498,0.0,0.0,0.0,0.4836547343249786,0.6404994741016572,0.4794456570535148,0.0,0.0,0.48439756434719367,0.0,0.5777658567657717,0.3953405704862621,0.0,0.0,0.0,0.0,0.0,0.4001223043493224,0.0,0.0
9,0.009365244536940688,0.3304787855196574,0.009892777665385393,0.005988294643330216,0.01731887647458125,0.6728383789569901,0.008683602129621932,0.0,0.044118,0.544118,0.308824,0.14338192830903584,0.0,0.0,0.0,0.14111025577644415,0.11143446921601648,0.2043978879962022,0.0,0.0,0.1288680516079539,0.0,0.1932914319620137,0.2324295328153604,0.0,0.0,0.0,0.0,0.0,0.19510761093067197,0.0,0.0
