,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,0.4889061891786687,0.012654258547440825,0.006925352398935953,0.02172198066303411,0.6599659600742139,0.007667176389204736,0.0,0.054688,0.601563,0.28125,0.0820319589840205,0.0,0.5801049525038791,0.0,0.46464651701209686,0.13155334326629695,0.3569202678847234,0.46482990524099743,0.0,0.01208566458684929,0.0,0.34211986281809,0.0,0.0,0.5200885848628504,0.0
1,0.001040582726326743,0.36979369404437523,0.009063321869310135,0.00731607629880367,0.01779587942833031,0.6729725612370597,0.008009065047345065,0.0,0.045801999999999995,0.603053,0.32061100000000003,0.03435148282425858,0.0,0.23182501779088452,0.0,0.16059931306332406,0.09194311264380946,0.25049323690912445,0.22632052512732384,0.0,0.0838556365763311,0.0,0.14053641007556927,0.0,0.0,0.18176043708302356,0.0
2,0.002081165452653486,0.32736473335928373,0.009882662350799109,0.005937884907125668,0.01735556900948502,0.6434857529694136,0.007210000367031517,0.0,0.046154,0.638462,0.23846199999999998,0.10384644807677595,0.0,0.42106086336754284,0.0,0.4544092515360472,0.030985760482451878,0.5895834242761717,0.5501398070946097,0.0,0.006038763293383294,0.0,0.6498944811846716,0.0,0.0,0.4454448070443069,0.0
3,0.0031217481789802292,0.2903853639548462,0.2953166093465507,0.00014913226324434847,0.038040985561487516,0.6681682302769704,0.00911418636726187,0.0,0.090909,0.537879,0.30303,0.10227294886352557,0.0,0.6070752861079249,0.0,0.47741468742134757,0.1011187038483008,0.4575838794482934,0.5828062317560132,0.0,0.0,0.0,0.6959583487509841,0.0,0.0,0.7572186284070173,0.0
4,0.004162330905306972,0.3188010899182561,0.009478049767347764,0.006029894440738995,0.01609884968903077,0.6743668462825959,0.006463728134768498,0.0,0.065693,0.576642,0.255474,0.14233642883178557,0.0,0.2287496168074979,0.0,0.11383985840838222,0.0422074296757849,0.13343177490392577,0.28278464750281035,0.0,0.030438517710782587,0.0,0.23354589410371093,0.0,0.0,0.0,0.0
5,0.005202913631633716,0.3764110548851693,0.008648593971272506,0.007804726855356501,0.0257306401012714,0.6728383789569901,0.008236990819438619,0.0,0.044444,0.562963,0.333333,0.08888845555577223,0.0,0.5011931358236109,0.0,0.40225802808574623,0.10307527872885301,0.3629001749868842,0.5428437098683928,0.0,0.009895041590342457,0.0,0.4882247558216635,0.0,0.0,0.532159153447327,0.0
6,0.0062434963579604584,0.4624367458154924,0.011369613594982803,0.007291708824726759,0.021988001541086467,0.6619968542830883,0.007165870360574733,0.0,0.044118,0.6176470000000001,0.279412,0.0772064613967693,0.0,0.6611025213572903,0.0,0.5462586459201179,0.020933767712893438,0.6704930473569795,0.5147427678551604,0.0,0.0,0.0,0.5332346769246816,0.0,0.0,0.6488929547275835,0.0
7,0.007284079084287201,0.5001946282600234,0.01121788387618855,0.007994773775443423,0.02252004329719119,0.6371731324701949,0.007364422055452765,0.0,0.023077,0.607692,0.307692,0.09230695384652307,0.0,0.53990567265343,0.0,0.5425548925204023,0.15308394601431496,0.5879663654228239,0.448141869475167,0.0,0.0,0.0,0.5764879543654096,0.0,0.0,0.4838256591968949,0.0
8,0.008324661810613945,0.3402101985208252,0.009902892979971677,0.006158527851891379,0.017337222742033136,0.6666256385008308,0.007382271396366296,0.0,0.037037,0.5851850000000001,0.296296,0.10000044999977498,0.0,0.46877038710287594,0.0,0.37080697524637135,0.08067788229646561,0.36615803301924277,0.5556121381991194,0.0,0.06996198137000104,0.0,0.49293016487159685,0.0,0.0,0.41543230378573565,0.0
9,0.009365244536940688,0.3304787855196574,0.009892777665385393,0.005988294643330216,0.01731887647458125,0.6728383789569901,0.008683602129621932,0.0,0.044118,0.544118,0.308824,0.14338192830903584,0.0,0.25059788453600734,0.0,0.2969273819964812,0.06245950359708631,0.16988373291275397,0.29036676190245053,0.0,0.04633933840366653,0.0,0.29167429478217033,0.01593375370678924,0.0,0.260122184353065,0.0
10,0.010405827263267432,0.4488127676138575,0.009174590329759256,0.008772726666230024,0.03013374428972426,0.6871141628892169,0.00818866515117347,0.0,0.036496,0.620438,0.270073,0.10948944525527735,0.0,0.7450996344392903,0.0,0.7210205895998084,0.10839130934817219,0.650936328940519,0.7330049566326913,0.0,0.06866930388219396,0.0,0.6961569694817434,0.0,0.0,0.6734528786459791,0.0
11,0.011446409989594173,0.3184118333982094,0.009538741654865466,0.005984107673203397,0.018071073440108613,0.6337560243303749,0.00792809410791212,0.0,0.054688,0.664063,0.25,0.046874976562511717,0.0,0.38216698898358586,0.0,0.41109187536619746,0.11062125611829843,0.20885316877161136,0.4515468628733805,0.0,0.1333321757441063,0.0,0.41483826987883593,0.0,0.0,0.39697266662160985,0.0
