,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.0,0.4889061891786687,0.012654258547440825,0.006925352398935953,0.02172198066303411,0.6599659600742139,0.007667176389204736,0.0,0.054688,0.601563,0.28125,0.0820319589840205,0.5177333619435843,0.0,0.0,0.4078973247935564,0.0,0.356900752144925,0.47860535007605864,0.0,0.0,0.5730290153280475
1,0.001040582726326743,0.36979369404437523,0.009063321869310135,0.00731607629880367,0.01779587942833031,0.6729725612370597,0.008009065047345065,0.0,0.045801999999999995,0.603053,0.32061100000000003,0.03435148282425858,0.18014323233894552,0.0,0.0,0.25721373812923237,0.0,0.2608894419088435,0.23125563015765155,0.0,0.0,0.270163628510727
2,0.002081165452653486,0.32736473335928373,0.009882662350799109,0.005937884907125668,0.01735556900948502,0.6434857529694136,0.007210000367031517,0.0,0.046154,0.638462,0.23846199999999998,0.10384644807677595,0.3723909917658769,0.0,0.0,0.36721387979590403,0.0,0.41665849806404115,0.4881654060740719,0.0,0.0,0.5484814387668555
3,0.0031217481789802292,0.2903853639548462,0.2953166093465507,0.00014913226324434847,0.038040985561487516,0.6681682302769704,0.00911418636726187,0.0,0.090909,0.537879,0.30303,0.10227294886352557,0.6014811454309701,0.0,0.0,0.4742985550898961,0.0,0.5562014308502226,0.5796827606377818,0.0,0.0,0.6708961564920188
4,0.004162330905306972,0.3188010899182561,0.009478049767347764,0.006029894440738995,0.01609884968903077,0.6743668462825959,0.006463728134768498,0.0,0.065693,0.576642,0.255474,0.14233642883178557,0.18396045873652248,0.0,0.0,0.2273976072274288,0.0,0.13376361864428535,0.4620660850591354,0.0,0.0,0.48500520931980157
5,0.005202913631633716,0.3764110548851693,0.008648593971272506,0.007804726855356501,0.0257306401012714,0.6728383789569901,0.008236990819438619,0.0,0.044444,0.562963,0.333333,0.08888845555577223,0.5579623912399366,0.0,0.0,0.46148023232734503,0.0,0.606024905680424,0.5938971480918838,0.0,0.0,0.5861298253358354
6,0.0062434963579604584,0.4624367458154924,0.011369613594982803,0.007291708824726759,0.021988001541086467,0.6619968542830883,0.007165870360574733,0.0,0.044118,0.6176470000000001,0.279412,0.0772064613967693,0.5374155702514323,0.0,0.0,0.48258755450044283,0.0,0.6148913403587761,0.708408071589266,0.0,0.0,0.681036832684445
7,0.007284079084287201,0.5001946282600234,0.01121788387618855,0.007994773775443423,0.02252004329719119,0.6371731324701949,0.007364422055452765,0.0,0.023077,0.607692,0.307692,0.09230695384652307,0.515722119809764,0.0,0.0,0.4231678676602422,0.0,0.5067561567647088,0.7202699709535222,0.0,0.0,0.7722920208999016
8,0.008324661810613945,0.3402101985208252,0.009902892979971677,0.006158527851891379,0.017337222742033136,0.6666256385008308,0.007382271396366296,0.0,0.037037,0.5851850000000001,0.296296,0.10000044999977498,0.42238624524856466,0.0,0.0,0.450372778231844,0.0,0.39372017279206284,0.4596100702049769,0.0,0.0,0.5518189950156909
9,0.009365244536940688,0.3304787855196574,0.009892777665385393,0.005988294643330216,0.01731887647458125,0.6728383789569901,0.008683602129621932,0.0,0.044118,0.544118,0.308824,0.14338192830903584,0.1637404715304295,0.0,0.0,0.19247999576649014,0.0,0.2399138318003589,0.21114593755078456,0.0,0.0,0.26552558414524946
10,0.010405827263267432,0.4488127676138575,0.009174590329759256,0.008772726666230024,0.03013374428972426,0.6871141628892169,0.00818866515117347,0.0,0.036496,0.620438,0.270073,0.10948944525527735,0.7330600025361838,0.0,0.0,0.7124198796268034,0.0,0.7089284049208551,0.6766251007046938,0.0,0.0,0.7339029869324964
11,0.011446409989594173,0.3184118333982094,0.009538741654865466,0.005984107673203397,0.018071073440108613,0.6337560243303749,0.00792809410791212,0.0,0.054688,0.664063,0.25,0.046874976562511717,0.356141307401712,0.0024970921736347227,0.0,0.35648963779504894,0.0,0.26083140037522223,0.38806463527765006,0.0,0.0,0.4727508754082348
12,0.012486992715920917,0.4492020241339042,0.009316204733967225,0.008646730008165768,0.027124956427614803,0.6697178842783768,0.00668780936505672,0.0,0.058824,0.580882,0.286765,0.0772064613967693,0.35873607860595846,0.0,0.0,0.30005574471096097,0.0,0.3386314500981177,0.4195269070941868,0.0,0.0,0.46170931228076423
13,0.01352757544224766,0.3359283768003114,0.009376896621484929,0.006422888301270509,0.01729135707340342,0.6375958570968807,0.007471518100933953,0.0,0.07874,0.606299,0.259843,0.08267695866152065,0.6316415555219953,0.0,0.0,0.5450365095250973,0.0,0.6317716187625356,0.7619930875037094,0.0,0.0,0.8510220488988444
14,0.014568158168574402,0.4507590502140911,0.009973700182075662,0.008104015632388618,0.017896783899315687,0.6635293571659895,0.008508224354943887,0.0,0.035294,0.6352939999999999,0.282353,0.07058846470576764,0.13560657464778672,0.0,0.0,0.08789389143805613,0.0,0.1600956648948023,0.1773409150586289,0.0,0.0,0.23134489089130325
15,0.015608740894901146,0.2822109770338653,0.010752579405219502,0.004702306562395378,0.015695231805089256,0.625538620787761,0.007183528585537246,0.0,0.055555999999999994,0.603175,0.261905,0.11904744047627974,0.4059383269520166,0.0,0.0,0.3118714759478475,0.0,0.3222189214399368,0.36404970566059536,0.0,0.0,0.3954757425889982
16,0.01664932362122789,0.3374854028804982,0.010115314586283633,0.005980508955077866,0.01965802557469683,0.6619968542830883,0.007974877514898133,0.0,0.054264,0.6589149999999999,0.24031,0.06976796511601743,0.35895638056516543,0.0,0.0,0.29328139813161896,0.0,0.346814917357636,0.4192643274228161,0.0,0.0,0.44504923528597384
17,0.017689906347554633,0.44258466329311014,0.010408658709285859,0.007623877428325024,0.020859706092795423,0.6557699893763954,0.007065992275662163,0.0,0.06060599999999999,0.515152,0.340909,0.12499943750028125,0.2959848246628434,0.0,0.0,0.274358947067335,0.0,0.19160917526342633,0.4190843505159965,0.0,0.0,0.5180010470824893
18,0.018730489073881376,0.3117944725574153,0.009022860610965001,0.006195504680631207,0.017658282422441156,0.6467676699398399,0.0076713453836710944,0.0,0.054264,0.643411,0.217054,0.11627844186077907,0.3710490539701717,0.0,0.0,0.4156141857359501,0.0,0.4188462109964506,0.5223732727657694,0.0,0.0,0.5256441967041613
19,0.01977107180020812,0.33904242896068504,0.008931822779688448,0.006806193305310207,0.017603243620085494,0.6650679133848337,0.008286574297334872,0.0,0.045113,0.6390979999999999,0.23308299999999998,0.09022495488752255,0.4207851153252383,0.0,0.0,0.29419207497150174,0.0,0.3199546070196414,0.4552826412870838,0.0,0.0,0.46776779418612896
20,0.020811654526534863,0.13974309069676916,0.001820756625531054,0.013736770766139961,0.010273909773056672,0.6883147411845773,0.008575181606154631,0.0,0.028571,0.621429,0.271429,0.11785644107177946,0.5454353686258333,0.0,0.0,0.540293374437156,0.0,0.5319469603184843,0.5004731925681207,0.0,0.0,0.590575436445531
21,0.021852237252861603,0.5251070455430129,0.011035808213635444,0.008532131597702957,0.023354798466252043,0.6603110002229645,0.00790736469406234,0.0,0.061069000000000005,0.5877859999999999,0.29771,0.08015245992377004,0.6478623875173757,0.0,0.0,0.6162844265003324,0.0,0.6336329487866402,0.6941692261913358,0.0,0.0,0.7221334390136612
22,0.022892819979188347,0.30868042039704163,0.009599433542383167,0.00576424675756881,0.01779587942833031,0.6712110404776486,0.008301188000752125,0.0,0.064748,0.582734,0.28057600000000005,0.10791294604352696,0.3258056393468025,0.0,0.0,0.33399225825369516,0.0,0.24378788884076638,0.35490192618765437,0.0,0.0,0.40787231978654376
23,0.02393340270551509,0.46477228493577266,0.00954885696945175,0.008728441671450655,0.028244078742179907,0.6744536107644457,0.0075042789305837625,0.0,0.07299299999999999,0.620438,0.248175,0.07664246167876916,0.2507959369811807,0.0,0.0,0.3239853817984261,0.0,0.256462948385434,0.4104255519512151,0.0,0.0,0.4552133564872301
24,0.024973985431841834,0.32074737251848967,0.009417357879830062,0.006105945043587951,0.017630763021263325,0.6421812590736984,0.007525066123674546,0.0,0.070313,0.59375,0.265625,0.10546944726527636,0.11890723216905955,0.0,0.0,0.2444224369725727,0.0,0.17383625474793082,0.2843765298926922,0.0,0.0,0.33103730849149826
25,0.026014568158168577,0.3405994550408719,0.009730932632004856,0.0062748079710167,0.018190324178545877,0.6525264102002747,0.007952085826600178,0.0,0.022727,0.651515,0.287879,0.056818471590764204,0.660677580730895,0.0,0.0,0.592916059273935,0.0,0.5229701661516002,0.7478918879559728,0.0,0.0,0.8132537129066193
26,0.02705515088449532,0.3343713507201245,0.009730932632004856,0.006159946577306251,0.017337222742033136,0.6541557664582638,0.008009065047345065,0.0,0.015625,0.578125,0.335938,0.0820319589840205,0.8269855095535136,0.0,0.0,0.6926604521220617,0.0,0.7937899059854964,0.8415073883329608,0.0,0.0,0.8875247381296117
27,0.028095733610822064,0.332425068119891,0.00946793445276148,0.0062945870794835585,0.016942777991817565,0.6666256385008308,0.007739262659193922,0.0,0.075758,0.55303,0.30303,0.07954496022751988,0.4469691948504373,0.0,0.0,0.4016266257187522,0.0,0.3835820200498629,0.5510327455765699,0.0,0.0,0.5849624864510105
28,0.029136316337148804,0.3569482288828338,0.009710702002832288,0.0065900625994249696,0.01801603463775295,0.6650679133848337,0.00807614674615182,0.0,0.007298999999999999,0.664234,0.291971,0.043795478102260955,0.3213347327741018,0.0,0.0,0.35536398740260977,0.0,0.40808040950149627,0.5157344918839288,0.0,0.0,0.5531185238439194
29,0.030176899063475548,0.3402101985208252,0.009417357879830062,0.006476827549482791,0.020410222540224194,0.6651102867364347,0.008626747356473053,0.0,0.022387999999999998,0.597015,0.30596999999999996,0.08955145522427238,0.7137982216650823,0.0,0.0,0.5585794310786395,0.0,0.5602083804972889,0.5676083669964811,0.0,0.0,0.6224891968776006
